Station ID,Address,Charger Type,Station Operator,Charging Capacity (kW),Cost (USD/kWh),Distance to City (km),Parking Spots,Reviews (Rating),Usage Stats (avg users/day),High_Utilization,Utilization_Probability,Priority_Tier
EVS04542,"1302 Moscow Ave, Moscow",AC Level 1,Ionity,350,0.13,7.09,3,4.5,42,0,0.5169,MEDIUM
EVS01778,"9034 Cape Town Ave, Cape Town",DC Fast Charger,Tesla,50,0.2,15.59,2,3.3,93,1,0.5169,MEDIUM
EVS01868,"7465 Dubai Ave, Dubai",AC Level 1,Greenlots,50,0.16,8.57,4,4.0,35,0,0.5169,MEDIUM
EVS03668,"124 Seoul Ave, Seoul",AC Level 1,Ionity,50,0.29,12.73,6,4.8,69,1,0.5168,MEDIUM
EVS02630,"372 Mexico City Ave, Mexico City",AC Level 1,EVgo,50,0.18,9.79,9,4.6,51,0,0.5168,MEDIUM
EVS00485,"7602 Beijing Ave, Beijing",AC Level 1,Greenlots,50,0.12,2.25,5,4.5,32,0,0.5168,MEDIUM
EVS04586,"9978 Sydney Ave, Sydney",AC Level 1,Greenlots,150,0.3,12.97,1,4.5,61,1,0.5168,MEDIUM
EVS02882,"8376 San Francisco Ave, San Francisco",AC Level 2,Ionity,350,0.15,15.88,5,3.9,94,1,0.5168,MEDIUM
EVS04916,"664 Bangkok Ave, Bangkok",DC Fast Charger,EVgo,50,0.2,10.18,2,3.9,40,0,0.5168,MEDIUM
EVS04304,"3595 Beijing Ave, Beijing",AC Level 2,Ionity,50,0.33,18.54,2,4.0,75,1,0.5168,MEDIUM
EVS02350,"1085 Los Angeles Ave, Los Angeles",AC Level 1,EVgo,150,0.24,12.08,6,4.7,80,1,0.5167,MEDIUM
EVS03262,"835 Seoul Ave, Seoul",AC Level 1,Tesla,350,0.2,10.35,4,4.8,72,1,0.5167,MEDIUM
EVS02458,"5502 Seoul Ave, Seoul",AC Level 1,ChargePoint,22,0.13,14.53,9,3.6,42,0,0.5167,MEDIUM
EVS02814,"2959 Berlin Ave, Berlin",AC Level 1,EVgo,150,0.2,18.28,7,3.8,94,1,0.5167,MEDIUM
EVS01423,"6200 Mexico City Ave, Mexico City",AC Level 2,EVgo,50,0.4,18.58,5,4.9,25,0,0.5167,MEDIUM
EVS01552,"8097 Dubai Ave, Dubai",DC Fast Charger,Greenlots,22,0.26,13.67,7,4.5,83,1,0.5167,MEDIUM
EVS01190,"4317 Berlin Ave, Berlin",AC Level 2,Ionity,50,0.24,17.44,2,3.4,65,1,0.5167,MEDIUM
EVS02092,"2401 Toronto Ave, Toronto",AC Level 1,ChargePoint,150,0.14,6.98,2,4.0,18,0,0.5166,MEDIUM
EVS03067,"6988 Moscow Ave, Moscow",AC Level 1,Greenlots,22,0.15,0.74,3,4.6,90,1,0.5166,MEDIUM
EVS02676,"733 Los Angeles Ave, Los Angeles",DC Fast Charger,Greenlots,350,0.11,19.32,6,3.3,58,1,0.5166,MEDIUM
EVS01594,"2734 São Paulo Ave, São Paulo",AC Level 1,EVgo,150,0.21,17.15,1,3.3,31,0,0.5166,MEDIUM
EVS02786,"2142 Seoul Ave, Seoul",AC Level 2,ChargePoint,50,0.27,14.59,5,4.3,50,0,0.5165,MEDIUM
EVS01801,"9018 Random Rd, City 24, Country",DC Fast Charger,ChargePoint,350,0.13,5.72,1,4.4,20,0,0.5165,MEDIUM
EVS04222,"7114 Mexico City Ave, Mexico City",DC Fast Charger,Ionity,50,0.19,3.39,4,4.8,33,0,0.5165,MEDIUM
EVS01337,"4757 Toronto Ave, Toronto",AC Level 2,ChargePoint,50,0.26,12.98,5,4.4,88,1,0.5165,MEDIUM
EVS04423,"8999 Mumbai Ave, Mumbai",DC Fast Charger,Greenlots,350,0.29,19.18,3,4.4,54,0,0.5165,MEDIUM
EVS04562,"6216 Mexico City Ave, Mexico City",AC Level 2,ChargePoint,150,0.33,18.53,1,4.1,17,0,0.5165,MEDIUM
EVS03923,"9979 Toronto Ave, Toronto",AC Level 2,EVgo,150,0.12,15.87,6,3.3,42,0,0.5164,MEDIUM
EVS00611,"9809 Random Rd, City 237, Country",AC Level 2,Ionity,350,0.12,13.09,8,4.3,14,0,0.5164,MEDIUM
EVS00322,"9728 Beijing Ave, Beijing",AC Level 2,EVgo,150,0.15,4.74,1,4.2,94,1,0.5163,MEDIUM
EVS00456,"8431 Dubai Ave, Dubai",AC Level 2,ChargePoint,150,0.21,15.37,8,4.3,13,0,0.5163,MEDIUM
EVS02299,"4401 San Francisco Ave, San Francisco",AC Level 2,Ionity,150,0.22,5.39,2,4.8,32,0,0.5163,MEDIUM
EVS03190,"1186 São Paulo Ave, São Paulo",AC Level 1,Greenlots,50,0.24,10.99,8,4.8,88,1,0.5163,MEDIUM
EVS00295,"9320 Chicago Ave, Chicago",AC Level 2,EVgo,22,0.14,18.45,8,3.1,59,1,0.5163,MEDIUM
EVS03339,"2423 Mexico City Ave, Mexico City",DC Fast Charger,Tesla,350,0.13,10.04,7,4.6,66,1,0.5163,MEDIUM
EVS00594,"8836 Los Angeles Ave, Los Angeles",AC Level 1,Ionity,50,0.26,18.78,9,4.2,65,1,0.5162,MEDIUM
EVS04470,"3441 Bangkok Ave, Bangkok",AC Level 1,Tesla,50,0.15,16.45,4,3.0,26,0,0.5162,MEDIUM
EVS00855,"6327 Moscow Ave, Moscow",AC Level 2,Greenlots,150,0.13,2.05,5,4.8,59,1,0.5162,MEDIUM
EVS03965,"4963 São Paulo Ave, São Paulo",DC Fast Charger,Greenlots,22,0.2,12.13,9,4.4,44,0,0.5162,MEDIUM
EVS02902,"5220 Mumbai Ave, Mumbai",AC Level 1,Ionity,150,0.24,15.52,7,4.4,98,1,0.5162,MEDIUM
EVS00376,"8208 Mumbai Ave, Mumbai",AC Level 2,Tesla,350,0.21,11.69,4,4.7,50,0,0.5162,MEDIUM
EVS04707,"5260 Mexico City Ave, Mexico City",AC Level 1,Greenlots,150,0.4,19.34,4,4.9,93,1,0.5162,MEDIUM
EVS00061,"5140 Random Rd, City 50, Country",DC Fast Charger,Ionity,22,0.33,14.4,4,4.6,75,1,0.5162,MEDIUM
EVS00552,"6529 San Francisco Ave, San Francisco",AC Level 2,ChargePoint,50,0.27,12.45,4,4.4,97,1,0.5161,MEDIUM
EVS00991,"2118 Random Rd, City 223, Country",AC Level 2,EVgo,150,0.24,5.97,3,5.0,85,1,0.5161,MEDIUM
EVS03334,"7412 Sydney Ave, Sydney",AC Level 2,Tesla,150,0.26,13.47,8,4.9,10,0,0.5161,MEDIUM
EVS02426,"6149 Los Angeles Ave, Los Angeles",AC Level 2,Greenlots,50,0.23,14.03,10,4.6,51,0,0.5161,MEDIUM
EVS01334,"5447 Bangkok Ave, Bangkok",AC Level 2,EVgo,150,0.12,13.14,7,3.7,38,0,0.516,MEDIUM
EVS04795,"2984 Cape Town Ave, Cape Town",AC Level 2,Tesla,50,0.22,15.68,8,4.1,76,1,0.516,MEDIUM
EVS02845,"2158 Bangkok Ave, Bangkok",DC Fast Charger,Tesla,22,0.32,16.29,4,4.3,28,0,0.516,MEDIUM
EVS04345,"6780 Mexico City Ave, Mexico City",AC Level 2,Ionity,150,0.2,19.42,5,3.4,54,0,0.516,MEDIUM
EVS03751,"1333 Random Rd, City 390, Country",AC Level 2,Tesla,150,0.18,5.21,3,4.6,92,1,0.516,MEDIUM
EVS02087,"1123 Beijing Ave, Beijing",AC Level 1,Tesla,22,0.16,14.39,2,3.0,82,1,0.516,MEDIUM
EVS03676,"3725 Dubai Ave, Dubai",AC Level 1,EVgo,50,0.21,6.78,1,4.2,59,1,0.5159,MEDIUM
EVS04481,"8527 Random Rd, City 135, Country",AC Level 1,Tesla,150,0.36,17.13,3,4.7,31,0,0.5159,MEDIUM
EVS04516,"2954 Beijing Ave, Beijing",AC Level 1,Tesla,22,0.37,17.28,5,4.7,81,1,0.5159,MEDIUM
EVS02478,"4624 Moscow Ave, Moscow",DC Fast Charger,Tesla,150,0.3,14.47,2,4.4,84,1,0.5159,MEDIUM
EVS03172,"7672 Mexico City Ave, Mexico City",DC Fast Charger,EVgo,350,0.38,19.65,1,4.8,72,1,0.5159,MEDIUM
EVS01111,"1129 Random Rd, City 254, Country",DC Fast Charger,Ionity,350,0.38,18.9,2,5.0,80,1,0.5159,MEDIUM
EVS01471,"3780 Random Rd, City 116, Country",AC Level 1,ChargePoint,22,0.22,17.56,7,3.7,62,1,0.5158,MEDIUM
EVS03340,"1260 Toronto Ave, Toronto",AC Level 2,ChargePoint,150,0.31,12.63,3,4.8,75,1,0.5158,MEDIUM
EVS02353,"1474 Dubai Ave, Dubai",AC Level 1,Ionity,150,0.24,8.68,4,4.8,44,0,0.5158,MEDIUM
EVS03444,"9017 Los Angeles Ave, Los Angeles",AC Level 2,Tesla,50,0.13,7.55,9,4.4,25,0,0.5158,MEDIUM
EVS02209,"1928 Chicago Ave, Chicago",DC Fast Charger,ChargePoint,22,0.16,11.66,2,3.3,83,1,0.5158,MEDIUM
EVS01470,"3492 Toronto Ave, Toronto",AC Level 1,EVgo,22,0.14,15.42,7,3.3,20,0,0.5158,MEDIUM
EVS02926,"6207 São Paulo Ave, São Paulo",AC Level 2,Greenlots,150,0.1,10.15,3,3.4,31,0,0.5158,MEDIUM
EVS02833,"9738 Seoul Ave, Seoul",AC Level 2,Ionity,350,0.11,7.8,9,4.9,74,1,0.5158,MEDIUM
EVS00571,"5571 Random Rd, City 321, Country",DC Fast Charger,ChargePoint,350,0.17,19.21,9,4.1,48,0,0.5158,MEDIUM
EVS01866,"63 Dubai Ave, Dubai",AC Level 1,EVgo,22,0.15,19.09,9,3.2,55,0,0.5158,MEDIUM
EVS00321,"9748 Random Rd, City 276, Country",AC Level 1,ChargePoint,150,0.16,7.37,10,5.0,29,0,0.5157,MEDIUM
EVS02346,"9268 Chicago Ave, Chicago",AC Level 1,Ionity,22,0.11,15.0,7,3.1,17,0,0.5157,MEDIUM
EVS00208,"7980 Beijing Ave, Beijing",AC Level 2,Greenlots,50,0.34,17.98,3,4.2,92,1,0.5157,MEDIUM
EVS00815,"2495 Mexico City Ave, Mexico City",AC Level 2,Greenlots,22,0.13,10.9,6,3.6,77,1,0.5156,MEDIUM
EVS02259,"4208 São Paulo Ave, São Paulo",AC Level 2,EVgo,22,0.16,14.53,4,3.2,72,1,0.5156,MEDIUM
EVS00600,"5749 Cape Town Ave, Cape Town",DC Fast Charger,Greenlots,50,0.28,7.59,4,5.0,59,1,0.5156,MEDIUM
EVS00040,"6005 Cape Town Ave, Cape Town",AC Level 2,Tesla,50,0.41,14.62,1,4.9,15,0,0.5156,MEDIUM
EVS02045,"729 Cape Town Ave, Cape Town",AC Level 1,ChargePoint,150,0.32,17.08,5,4.6,82,1,0.5156,MEDIUM
EVS00168,"2338 San Francisco Ave, San Francisco",DC Fast Charger,Ionity,150,0.13,16.32,7,3.4,69,1,0.5156,MEDIUM
EVS00564,"8120 Los Angeles Ave, Los Angeles",DC Fast Charger,ChargePoint,22,0.18,1.22,1,4.5,20,0,0.5156,MEDIUM
EVS00428,"4344 Bangkok Ave, Bangkok",DC Fast Charger,EVgo,22,0.16,2.01,4,4.6,46,0,0.5156,MEDIUM
EVS02453,"8095 Sydney Ave, Sydney",AC Level 1,EVgo,50,0.32,13.98,4,4.6,93,1,0.5156,MEDIUM
EVS02762,"1086 Toronto Ave, Toronto",AC Level 2,EVgo,150,0.22,13.19,9,4.7,94,1,0.5155,MEDIUM
EVS00093,"6288 Berlin Ave, Berlin",AC Level 1,Greenlots,350,0.11,6.63,8,4.9,18,0,0.5155,MEDIUM
EVS02615,"6802 Bangkok Ave, Bangkok",DC Fast Charger,ChargePoint,22,0.33,15.59,2,4.2,22,0,0.5155,MEDIUM
EVS04953,"4689 Mexico City Ave, Mexico City",AC Level 2,ChargePoint,150,0.13,17.6,10,3.6,74,1,0.5155,MEDIUM
EVS01256,"4640 Dubai Ave, Dubai",AC Level 2,EVgo,22,0.11,5.23,8,4.3,50,0,0.5155,MEDIUM
EVS02047,"3096 San Francisco Ave, San Francisco",AC Level 1,ChargePoint,150,0.24,10.14,3,4.5,30,0,0.5155,MEDIUM
EVS00685,"3717 San Francisco Ave, San Francisco",AC Level 2,Ionity,50,0.19,14.34,3,3.4,76,1,0.5155,MEDIUM
EVS03240,"8405 Sydney Ave, Sydney",DC Fast Charger,EVgo,50,0.36,19.15,8,4.8,60,1,0.5155,MEDIUM
EVS00521,"4323 Random Rd, City 261, Country",AC Level 1,EVgo,22,0.27,18.25,7,4.0,48,0,0.5154,MEDIUM
EVS04332,"53 Dubai Ave, Dubai",AC Level 1,ChargePoint,22,0.33,12.72,1,4.4,84,1,0.5154,MEDIUM
EVS00562,"1340 Dubai Ave, Dubai",AC Level 2,Tesla,150,0.17,14.32,5,3.7,34,0,0.5154,MEDIUM
EVS01709,"2561 Mumbai Ave, Mumbai",AC Level 2,EVgo,22,0.23,10.45,10,4.9,42,0,0.5154,MEDIUM
EVS04299,"8882 Seoul Ave, Seoul",DC Fast Charger,Tesla,150,0.11,3.48,9,4.9,27,0,0.5154,MEDIUM
EVS01189,"9505 Los Angeles Ave, Los Angeles",DC Fast Charger,EVgo,150,0.15,3.8,4,4.6,80,1,0.5153,MEDIUM
EVS01647,"5351 Berlin Ave, Berlin",DC Fast Charger,ChargePoint,50,0.25,15.99,4,3.8,70,1,0.5153,MEDIUM
EVS00697,"1545 Berlin Ave, Berlin",DC Fast Charger,Ionity,50,0.29,10.95,5,4.8,98,1,0.5153,MEDIUM
EVS02197,"2681 Cape Town Ave, Cape Town",AC Level 2,EVgo,150,0.3,19.64,9,4.6,13,0,0.5152,MEDIUM
EVS01776,"970 San Francisco Ave, San Francisco",AC Level 2,Ionity,350,0.14,13.95,8,4.3,11,0,0.5152,MEDIUM
EVS00045,"7799 Sydney Ave, Sydney",AC Level 2,Ionity,22,0.4,19.67,3,4.4,78,1,0.5152,MEDIUM
EVS01037,"5807 Mumbai Ave, Mumbai",AC Level 1,ChargePoint,22,0.17,8.18,6,4.2,74,1,0.5152,MEDIUM
EVS03064,"7137 Chicago Ave, Chicago",AC Level 1,EVgo,50,0.35,13.11,3,4.8,14,0,0.5152,MEDIUM
EVS03470,"9045 Dubai Ave, Dubai",DC Fast Charger,EVgo,50,0.23,9.0,9,5.0,100,1,0.5152,MEDIUM
EVS04989,"6347 Chicago Ave, Chicago",AC Level 1,Ionity,50,0.29,17.43,7,4.3,22,0,0.5151,MEDIUM
EVS04947,"2691 Los Angeles Ave, Los Angeles",DC Fast Charger,Ionity,150,0.11,9.35,1,3.3,15,0,0.5151,MEDIUM
EVS01542,"2825 Seoul Ave, Seoul",AC Level 2,Greenlots,350,0.11,15.65,10,4.1,78,1,0.5151,MEDIUM
EVS02943,"7536 Toronto Ave, Toronto",AC Level 1,Greenlots,22,0.25,9.69,8,4.9,55,0,0.5151,MEDIUM
EVS04004,"2985 Beijing Ave, Beijing",AC Level 2,Ionity,22,0.36,11.3,2,4.9,15,0,0.5151,MEDIUM
EVS00222,"7852 Berlin Ave, Berlin",AC Level 1,Ionity,150,0.23,9.55,5,4.7,49,0,0.5151,MEDIUM
EVS01484,"1896 Dubai Ave, Dubai",DC Fast Charger,Tesla,350,0.15,17.32,2,3.3,90,1,0.5151,MEDIUM
EVS04319,"5195 Cape Town Ave, Cape Town",AC Level 2,Greenlots,150,0.19,11.9,4,4.0,92,1,0.5151,MEDIUM
EVS02326,"2977 Dubai Ave, Dubai",DC Fast Charger,ChargePoint,50,0.19,9.52,8,4.5,25,0,0.5151,MEDIUM
EVS03173,"140 Beijing Ave, Beijing",AC Level 1,Tesla,150,0.31,14.32,5,4.8,78,1,0.515,MEDIUM
EVS04510,"9504 Mexico City Ave, Mexico City",AC Level 2,Greenlots,50,0.13,14.75,6,3.2,50,0,0.515,MEDIUM
EVS02344,"9096 Sydney Ave, Sydney",DC Fast Charger,Greenlots,22,0.24,16.2,9,4.2,10,0,0.515,MEDIUM
EVS03643,"5599 Chicago Ave, Chicago",AC Level 1,EVgo,350,0.12,12.44,8,4.3,10,0,0.515,MEDIUM
EVS04693,"7499 Seoul Ave, Seoul",AC Level 1,Tesla,22,0.11,2.63,4,4.1,17,0,0.515,MEDIUM
EVS04985,"8162 Beijing Ave, Beijing",AC Level 1,ChargePoint,150,0.24,15.23,3,3.9,90,1,0.5149,MEDIUM
EVS00796,"5689 Dubai Ave, Dubai",AC Level 2,Ionity,50,0.11,9.86,1,3.0,77,1,0.5149,MEDIUM
EVS03475,"5449 San Francisco Ave, San Francisco",AC Level 1,ChargePoint,350,0.11,11.67,2,3.6,94,1,0.5149,MEDIUM
EVS00646,"1258 Los Angeles Ave, Los Angeles",AC Level 2,Tesla,150,0.21,9.34,2,4.2,24,0,0.5148,MEDIUM
EVS01244,"1294 Toronto Ave, Toronto",AC Level 1,ChargePoint,150,0.13,14.29,8,3.7,14,0,0.5148,MEDIUM
EVS04801,"5938 Random Rd, City 264, Country",AC Level 1,EVgo,50,0.23,14.44,5,3.9,29,0,0.5147,MEDIUM
EVS01138,"8939 Dubai Ave, Dubai",DC Fast Charger,Tesla,350,0.18,12.87,1,3.9,38,0,0.5147,MEDIUM
EVS04789,"4329 Toronto Ave, Toronto",DC Fast Charger,Tesla,150,0.35,19.08,7,4.8,47,0,0.5147,MEDIUM
EVS03493,"3220 Los Angeles Ave, Los Angeles",AC Level 1,Ionity,350,0.36,19.87,4,4.9,55,0,0.5147,MEDIUM
EVS04513,"2103 Cape Town Ave, Cape Town",AC Level 1,Ionity,50,0.24,17.22,1,3.2,75,1,0.5147,MEDIUM
EVS04830,"9866 Berlin Ave, Berlin",AC Level 2,ChargePoint,350,0.16,18.05,4,3.5,72,1,0.5145,MEDIUM
EVS03226,"9076 San Francisco Ave, San Francisco",AC Level 1,ChargePoint,50,0.33,18.49,9,4.7,44,0,0.5145,MEDIUM
EVS03646,"3566 Seoul Ave, Seoul",DC Fast Charger,Greenlots,150,0.24,14.89,2,3.8,52,0,0.5145,MEDIUM
EVS02321,"6810 Random Rd, City 361, Country",AC Level 2,ChargePoint,50,0.13,3.34,9,4.8,89,1,0.5145,MEDIUM
EVS00142,"3638 Beijing Ave, Beijing",AC Level 1,ChargePoint,150,0.11,8.57,10,4.4,85,1,0.5145,MEDIUM
EVS01841,"8332 Random Rd, City 272, Country",AC Level 1,Ionity,350,0.24,17.03,7,4.6,28,0,0.5145,MEDIUM
EVS00514,"8754 Toronto Ave, Toronto",AC Level 2,Tesla,150,0.18,12.96,6,4.0,26,0,0.5145,MEDIUM
EVS01839,"3576 Los Angeles Ave, Los Angeles",AC Level 2,Greenlots,150,0.13,5.51,10,4.9,70,1,0.5145,MEDIUM
EVS01883,"1745 Mexico City Ave, Mexico City",AC Level 2,Greenlots,150,0.37,15.05,1,4.7,63,1,0.5144,MEDIUM
EVS04133,"6038 Bangkok Ave, Bangkok",AC Level 2,Greenlots,22,0.31,15.56,9,4.8,39,0,0.5144,MEDIUM
EVS04593,"8967 Chicago Ave, Chicago",AC Level 1,EVgo,50,0.19,12.79,8,4.1,52,0,0.5144,MEDIUM
EVS03448,"3705 Bangkok Ave, Bangkok",AC Level 2,Tesla,22,0.26,10.81,7,4.7,76,1,0.5144,MEDIUM
EVS01634,"8415 São Paulo Ave, São Paulo",AC Level 2,ChargePoint,150,0.15,18.83,6,3.1,62,1,0.5144,MEDIUM
EVS01930,"1893 Chicago Ave, Chicago",DC Fast Charger,Tesla,350,0.22,15.59,1,3.9,95,1,0.5144,MEDIUM
EVS03237,"9487 Moscow Ave, Moscow",AC Level 1,Ionity,150,0.22,5.53,3,4.8,87,1,0.5144,MEDIUM
EVS00448,"5917 Berlin Ave, Berlin",AC Level 2,Ionity,50,0.14,10.41,4,3.5,10,0,0.5144,MEDIUM
EVS00536,"6926 Sydney Ave, Sydney",DC Fast Charger,ChargePoint,50,0.21,7.96,2,4.1,38,0,0.5144,MEDIUM
EVS00017,"3181 Bangkok Ave, Bangkok",AC Level 1,Ionity,350,0.17,13.18,3,4.0,28,0,0.5144,MEDIUM
EVS03492,"5366 Toronto Ave, Toronto",AC Level 2,Ionity,150,0.2,19.39,4,3.2,27,0,0.5144,MEDIUM
EVS04785,"6411 Chicago Ave, Chicago",DC Fast Charger,Greenlots,350,0.33,14.61,2,5.0,61,1,0.5143,MEDIUM
EVS02767,"587 Toronto Ave, Toronto",AC Level 1,Ionity,50,0.15,13.17,6,3.5,72,1,0.5143,MEDIUM
EVS01141,"2228 Random Rd, City 249, Country",DC Fast Charger,ChargePoint,150,0.24,19.7,5,3.6,37,0,0.5143,MEDIUM
EVS02804,"8050 Beijing Ave, Beijing",AC Level 2,Ionity,350,0.12,13.9,8,4.1,100,1,0.5143,MEDIUM
EVS01645,"8233 Mumbai Ave, Mumbai",DC Fast Charger,Greenlots,50,0.22,8.93,4,4.3,39,0,0.5143,MEDIUM
EVS02048,"2820 Mexico City Ave, Mexico City",AC Level 1,Ionity,150,0.19,12.23,9,4.5,94,1,0.5143,MEDIUM
EVS01587,"8239 Seoul Ave, Seoul",AC Level 1,ChargePoint,150,0.27,16.6,6,4.3,65,1,0.5143,MEDIUM
EVS04723,"4777 Sydney Ave, Sydney",AC Level 1,EVgo,50,0.11,7.92,2,3.3,51,0,0.5143,MEDIUM
EVS02729,"9753 Mexico City Ave, Mexico City",DC Fast Charger,ChargePoint,50,0.34,11.96,3,4.8,77,1,0.5143,MEDIUM
EVS00287,"8540 Cape Town Ave, Cape Town",AC Level 2,Ionity,22,0.3,12.97,9,5.0,60,1,0.5143,MEDIUM
EVS04806,"9414 San Francisco Ave, San Francisco",AC Level 2,ChargePoint,150,0.25,17.38,9,4.4,40,0,0.5142,MEDIUM
EVS04636,"9573 Toronto Ave, Toronto",DC Fast Charger,EVgo,350,0.14,13.66,3,3.7,48,0,0.5142,MEDIUM
EVS00436,"9195 Mumbai Ave, Mumbai",AC Level 2,Tesla,22,0.37,9.64,1,5.0,66,1,0.5142,MEDIUM
EVS04280,"1831 Chicago Ave, Chicago",AC Level 1,Ionity,22,0.14,8.1,5,3.8,67,1,0.5142,MEDIUM
EVS01962,"8134 Toronto Ave, Toronto",AC Level 2,ChargePoint,150,0.17,7.35,4,4.3,47,0,0.5142,MEDIUM
EVS00256,"7234 Beijing Ave, Beijing",AC Level 2,ChargePoint,50,0.24,18.45,5,3.5,21,0,0.5141,MEDIUM
EVS01236,"1779 Seoul Ave, Seoul",AC Level 1,Ionity,50,0.21,14.49,5,3.7,92,1,0.5141,MEDIUM
EVS03677,"5097 Dubai Ave, Dubai",AC Level 2,ChargePoint,22,0.15,8.73,5,3.8,96,1,0.514,MEDIUM
EVS04609,"8489 Cape Town Ave, Cape Town",AC Level 1,Ionity,150,0.2,16.38,3,3.4,59,1,0.514,MEDIUM
EVS00196,"8293 São Paulo Ave, São Paulo",AC Level 1,ChargePoint,350,0.11,8.1,5,4.3,30,0,0.5139,MEDIUM
EVS04687,"2844 São Paulo Ave, São Paulo",AC Level 1,Greenlots,350,0.12,7.77,4,4.3,16,0,0.5139,MEDIUM
EVS03842,"5641 Los Angeles Ave, Los Angeles",AC Level 1,ChargePoint,50,0.25,19.65,3,3.2,70,1,0.5139,MEDIUM
EVS00382,"5849 Chicago Ave, Chicago",AC Level 2,Tesla,150,0.12,9.61,2,3.4,40,0,0.5139,MEDIUM
EVS02985,"2174 Beijing Ave, Beijing",AC Level 2,Ionity,350,0.14,10.8,9,4.7,23,0,0.5139,MEDIUM
EVS04611,"3941 Random Rd, City 399, Country",AC Level 1,ChargePoint,350,0.2,19.84,5,3.7,89,1,0.5139,MEDIUM
EVS04415,"848 Beijing Ave, Beijing",AC Level 1,Greenlots,50,0.17,6.51,1,3.8,32,0,0.5139,MEDIUM
EVS04999,"8710 Dubai Ave, Dubai",DC Fast Charger,ChargePoint,150,0.19,4.03,3,4.7,44,0,0.5139,MEDIUM
EVS01739,"3423 Toronto Ave, Toronto",AC Level 2,Greenlots,350,0.33,19.42,6,4.9,12,0,0.5139,MEDIUM
EVS01170,"5944 Sydney Ave, Sydney",DC Fast Charger,ChargePoint,22,0.11,16.34,10,3.2,65,1,0.5139,MEDIUM
EVS00152,"9559 Berlin Ave, Berlin",AC Level 2,Greenlots,22,0.25,11.02,3,4.1,92,1,0.5139,MEDIUM
EVS04435,"5291 Mumbai Ave, Mumbai",DC Fast Charger,Greenlots,50,0.21,0.57,2,4.9,95,1,0.5139,MEDIUM
EVS00442,"3578 Bangkok Ave, Bangkok",AC Level 2,Ionity,50,0.17,6.64,2,3.9,13,0,0.5139,MEDIUM
EVS00498,"9224 Toronto Ave, Toronto",AC Level 1,EVgo,50,0.14,0.77,7,4.9,55,0,0.5139,MEDIUM
EVS03207,"4406 Mexico City Ave, Mexico City",DC Fast Charger,Ionity,22,0.15,6.7,4,3.9,63,1,0.5138,MEDIUM
EVS01209,"9172 San Francisco Ave, San Francisco",AC Level 1,Greenlots,22,0.25,19.89,9,3.8,52,0,0.5138,MEDIUM
EVS04704,"9777 Seoul Ave, Seoul",AC Level 2,Tesla,350,0.34,18.01,4,4.9,17,0,0.5138,MEDIUM
EVS03939,"1073 Mexico City Ave, Mexico City",AC Level 1,ChargePoint,150,0.19,8.42,3,4.2,55,0,0.5137,MEDIUM
EVS03230,"8903 Mumbai Ave, Mumbai",AC Level 2,EVgo,22,0.11,2.45,7,4.4,82,1,0.5137,MEDIUM
EVS01578,"7982 Los Angeles Ave, Los Angeles",AC Level 2,Ionity,50,0.19,2.93,4,4.7,24,0,0.5137,MEDIUM
EVS01295,"5929 Los Angeles Ave, Los Angeles",AC Level 2,ChargePoint,350,0.11,11.4,4,3.8,57,1,0.5137,MEDIUM
EVS00639,"8575 Beijing Ave, Beijing",AC Level 2,Tesla,50,0.21,3.16,2,4.6,35,0,0.5137,MEDIUM
EVS03718,"8676 Bangkok Ave, Bangkok",DC Fast Charger,Greenlots,50,0.22,9.66,5,4.3,36,0,0.5137,MEDIUM
EVS01674,"8471 Mumbai Ave, Mumbai",AC Level 1,EVgo,50,0.3,15.64,7,4.5,56,0,0.5136,MEDIUM
EVS00162,"273 San Francisco Ave, San Francisco",DC Fast Charger,Ionity,150,0.3,13.53,3,4.5,30,0,0.5136,MEDIUM
EVS03860,"9736 Los Angeles Ave, Los Angeles",AC Level 2,ChargePoint,22,0.16,1.97,4,4.5,16,0,0.5136,MEDIUM
EVS00359,"4207 Mumbai Ave, Mumbai",DC Fast Charger,Tesla,22,0.26,13.7,5,4.1,13,0,0.5136,MEDIUM
EVS02750,"7492 Berlin Ave, Berlin",AC Level 1,EVgo,150,0.37,17.91,5,4.8,98,1,0.5136,MEDIUM
EVS00270,"3111 Mumbai Ave, Mumbai",DC Fast Charger,Ionity,150,0.27,13.77,1,4.0,20,0,0.5136,MEDIUM
EVS04803,"9517 Dubai Ave, Dubai",AC Level 1,Ionity,150,0.12,13.01,8,3.7,78,1,0.5136,MEDIUM
EVS01565,"3418 Dubai Ave, Dubai",AC Level 2,EVgo,22,0.37,19.44,3,4.1,82,1,0.5136,MEDIUM
EVS03246,"1353 Mexico City Ave, Mexico City",DC Fast Charger,Tesla,50,0.22,12.58,7,4.2,11,0,0.5136,MEDIUM
EVS04925,"5131 Mumbai Ave, Mumbai",DC Fast Charger,EVgo,150,0.23,6.58,2,4.6,85,1,0.5136,MEDIUM
EVS00284,"8022 Moscow Ave, Moscow",AC Level 2,Greenlots,22,0.17,15.13,4,3.1,81,1,0.5135,MEDIUM
EVS02015,"7773 Cape Town Ave, Cape Town",AC Level 1,Greenlots,50,0.27,12.1,10,5.0,66,1,0.5135,MEDIUM
EVS04685,"7900 Seoul Ave, Seoul",AC Level 2,Ionity,50,0.25,7.12,4,4.7,27,0,0.5135,MEDIUM
